building_density,road_connectivity,public_transport_access,air_quality_index,green_cover_percentage,carbon_footprint,population_density,crime_rate,avg_income,renewable_energy_usage,disaster_risk_index,land_use_type_Commercial,land_use_type_Green Space,land_use_type_Industrial,land_use_type_Residential,urban_sustainability_score
0.239971409,0.582648727,0.811485789,0.076152305,0.790115922,0.428961756,0.721854305,0.966412332,0.761204449,0.540322812,0.875165985,1,0,0,0,0.525811363
0.142024825,0.186494618,0.222680943,0.322645291,0.659560463,0.788176882,0.313465784,0.24067377,0.375345394,0.05171723,0.736707023,0,1,0,0,0.320635778
0.348087785,0.188138004,0.717623154,0.97995992,0.85661264,0.715199885,0.93067053,0.902130335,0.56801707,0.668679651,0.184923633,1,0,0,0,0.66135825
0.45054386,0.184151345,0.943603783,0.240480962,0.075416935,0.860820431,0.346647351,0.580804434,0.449726256,0.273164001,0.302562482,1,0,0,0,0.269903184
0.749154767,0.05680571,0.527919792,0.759519038,0.462729806,0.008977698,0.940673289,0.123267555,0.871054257,0.01963301,0.496957046,1,0,0,0,0.490807285
0.651431655,0.588016288,0.54018143,0.79759519,0.989327915,0.966523099,0.394729581,0.467510567,0.879010902,0.066391934,0.58901857,1,0,0,0,0.46021237
0.621198914,0.84076324,0.461155806,0.523046092,0.769599839,0.341053064,0.013796909,0.949064592,0.343764101,0.957539283,0.782346975,0,0,1,0,0.619139146
0.352523333,0.017270686,0.325961058,0.899799599,0.962138147,0.99051934,0.027524834,0.418731607,0.091651676,0.346125887,0.227003162,0,1,0,0,0.567781218
0.841818046,0.048801721,0.475782821,0.430861723,0.779637332,0.252194499,0.139693709,0.86384622,0.167529303,0.86829937,0.128299591,0,0,0,1,0.759044968
0.471489557,0.572976379,0.602983611,0.623246493,0.87491616,0.471273588,0.962541391,0.25648767,0.367034255,0.95993171,0.482708979,0,0,0,1,0.804124608
0.979537946,0.819894464,0.986313171,0.096192385,0.70650865,0.353577759,0.830573951,0.571188738,0.564367228,0.943516159,0.15787,0,1,0,0,0.829639283
0.634418486,0.326752859,0.938067843,0.182364729,0.76049871,0.355412155,0.96267936,0.844298818,0.656944049,0.881953562,0.693881258,0,0,0,1,0.686656383
0.126310443,0.349646231,0.862427528,0.256513026,0.523096936,0.842293927,0.626310706,0.921185924,0.331388249,0.895076635,0.57574981,0,1,0,0,0.503988077
0.676473,0.596571011,0.88941535,0.641282565,0.924288069,0.746359758,0.01214128,0.486033776,0.667660761,0.289037494,0.741262495,0,0,0,1,0.549834236
0.325240017,0.274185838,0.467974009,0.054108216,0.825056768,0.992274278,0.401145143,0.640000084,0.938017751,0.151453192,0.063444738,1,0,0,0,0.484147816
0.686627244,0.026387953,0.657641155,0.711422846,0.843908999,0.613357053,0.13638245,0.002871794,0.652169114,0.639409531,0.964900601,0,0,0,1,0.625316381
0.069661135,0.735561489,0.895353792,0.294589178,0.672977132,0.462987671,0.495516004,0.253280167,0.158508175,0.488201844,0,0,1,0,0,0.736234074
0.174949217,0.625897311,0.393047147,0.863727455,0.304427231,0.089528497,0.738134658,0.278785789,0.579792812,0.09871233,0.325507242,0,1,0,0,0.429009405
0.856114241,0.580968338,0.962074876,0.655310621,0.035388935,0.996687529,0.763796909,0.093444426,0.542003184,0.677701128,0.6797762,0,1,0,0,0.325716574
0.227271088,0.742022142,0.415891116,0.128256513,0.935709239,0.551327108,0.274696468,0.279769348,0.87094907,0.562981341,0.045146296,0,1,0,0,0.766631472
0.837409617,0.675516955,0.601258089,0.434869739,0.586059904,0.700384257,0.390659492,0.321223715,0.350328393,0.863289462,0.083362065,0,1,0,0,0.689799018
0.279391278,0.205801575,0.710021426,0.100200401,0.297988146,0.406431591,0.346233444,0.96929526,0.423002163,0.609320672,0.076692479,0,0,1,0,0.498084588
0.643162227,0.352515118,0.950900168,0.853707415,0.148931447,0.547509338,0.380794702,0.66893345,0.598791115,0.574071233,0.581629918,0,0,1,0,0.37398106
0.694454173,0.125967432,0.244656324,0.609218437,0.829542492,0.942663854,0.705987859,0.426176,0.524525472,0.440832087,0.896113487,0,0,0,1,0.406457213
0.512875929,0.12971723,0.746361486,0.817635271,0.836541814,0.165930624,0.380104857,0.988596415,0.719200371,0.462874827,0.555551532,0,1,0,0,0.627021235
0.30543769,0.676482617,0.520960527,0.146292585,0.814522374,0.29197707,0.205642936,0.153223171,0.040281154,0.954633926,0.603696314,0,0,0,1,0.793220295
0.212729306,0.859029423,0.268606282,0.919839679,0.645041571,0.151560277,0.589128035,0.476255152,0.563632977,0.138424941,0.346070923,0,1,0,0,0.515048215
0.033192787,0.963243221,0.776848922,0.849699399,0.365882806,0.792190646,0.295253863,0.647379057,0.121598985,0.446301016,0.018739673,0,1,0,0,0.468508094
0.304072795,0.628596622,0.552379148,0.396793587,0.303917402,0.061479132,0.800772627,0.055507021,0.31521925,0.655979761,0.021613853,0,0,1,0,0.690687786
0.653447776,0.184003901,0.661171989,0.382765531,0.008305037,0.08108003,0.381208609,0.717361876,0.661785979,0.433088412,0.888496492,0,0,1,0,0.268621194
0.938719298,0.105491658,0.322970848,0.376753507,0.833628224,0.298103133,0.82919426,0.099822975,0.157356651,0.283243133,0.102589078,1,0,0,0,0.702965693
0.871588489,0.813244561,0.481403876,0.022044088,0.087208815,0.513956975,0.993653422,0.140264611,0.308849357,0.287386266,1,0,0,1,0,0.206410747
0.766401035,0.578967254,0.617535854,0.476953908,0.630709181,0.405963658,0.550910596,0.159684626,0.703183382,0.233666924,0.164452624,1,0,0,0,0.607432902
0.788793767,0.618526667,0.405011739,0.719438878,0.503987613,0.04423742,0.700676049,0.929392723,0.65095971,0.343951069,0.67477477,1,0,0,0,0.428294227
0.665275258,0.781831165,0.198395028,0.160320641,0.526609436,0.957588727,0.868791391,0.683576275,0.090953598,0.871899725,0.949155109,1,0,0,0,0.347089846
0.260393424,0.703585247,0.961952844,0.905811623,0.926764024,0.952963266,0.501724614,0.655749873,0.577391361,0.505326546,0.362362071,1,0,0,0,0.628759587
0.907595382,0.834868716,0.511608931,0.765531062,0.031372835,0.278951167,0.718405077,0.555749898,0.147192547,0.240251814,0.734586444,1,0,0,0,0.220005999
0.671025277,0.056016612,0.734146241,0.539078156,0.773393155,0.731455401,0.876931567,0.292888988,0.252254591,0.384588215,0.350926965,0,0,0,1,0.600259519
0.560683508,0.747863207,0.411150448,0.579158317,0.051816921,0.5783919,0.192121965,0.621189277,0.459283416,0.105798401,0.305001451,0,0,1,0,0.196607431
0.111028234,0.851276023,0.355213784,0.094188377,0.037913573,0.237040517,0.318984547,0.410310173,0.109268619,0.904271547,0.201842177,1,0,0,0,0.508614248
0.447246929,0.286117302,0.407266079,0.633266533,0.429706027,0.261753666,0.452469647,0.145401841,0.993948759,0.408267273,0.821106865,0,1,0,0,0.44749292
0.460555697,0.640706228,0.409299196,0.416833667,0.062843309,0.490904905,0.864583333,0.689942219,0.16531543,0.980652631,0.257437176,0,0,1,0,0.44794617
0.8649446,0.31416621,0.54433393,0.068136273,0.789150044,0.418935401,0.438051876,0.129557406,0.781523177,0.347587861,0.283213847,0,0,1,0,0.668141143
0.546884834,0.958477985,0.543623414,0.236472946,0.529484113,0.290832967,0.862375828,0.190684145,0.830070246,0.836569146,0.999180193,1,0,0,0,0.570393138
0.380561663,0.033208481,0.497289771,0.128256513,0.028795762,0.807497668,0.331539735,0.818128807,0.994766112,0.256403817,0.327375666,0,0,0,1,0.163020589
0.97723229,0.58000443,0.134784125,0.629258517,0.040261423,0.481207471,0.595129691,0.660442564,0.428712224,0.076110924,0.42286036,1,0,0,0,0.138763043
0.110759236,0.166392382,0.496211024,0.482965932,0.612616785,0.65472105,0.406043046,0.631297395,0.874344938,0.031676489,0.990263981,0,0,0,1,0.25787097
0.422728683,0.712535209,0.169115273,0.995991984,0.806123472,0.188801615,0.39562638,0.418368554,0.957825715,0.606304292,0.369374655,0,1,0,0,0.683929922
0.04203212,0.175786449,0.126130841,0.070140281,0.437690476,0.533290768,0.162527594,0.396431816,0.172843247,0.311610692,0.366225636,0,0,1,0,0.391507745
0.740228499,0.235325888,0.932947057,0.925851703,0.55450989,0.3175995,0.83084989,0.690607978,0.479516917,0.443601173,0.82788789,0,1,0,0,0.491021829
0.918481845,0.494515689,0.605126906,0.503006012,0.799839049,0.526191461,0.591335541,0.740383744,0.059911414,0.818854193,0.311992274,0,0,0,1,0.697086728
0.280152865,0.915308182,0.659687663,0.805611222,0.610453721,0.780792138,0.915149007,0.510439712,0.620865553,0.248123812,0.233831113,0,0,0,1,0.475280916
0.858719842,0.211638514,0.401893411,0.48496994,0.224581362,0.768870691,0.371688742,0.969798797,0.581530803,0.308688517,0.42329622,0,1,0,0,0.210133729
0.292339298,0.14411147,0.909273245,0.082164329,0.613000407,0.353870977,0.290700883,0.956220154,0.204088808,0.845552297,0.700786749,0,0,0,1,0.599489357
0.911172137,0.759328349,0.638119907,0.136272545,0.628232831,0.694179311,0.027869757,0.412591448,0.798120436,0.492860088,0.043246837,0,1,0,0,0.611124002
0.754292666,0.50076929,0.769409127,0.805611222,0.734095036,0.941375118,0.299254967,0.821053679,0.037159545,0.82787535,0.373991334,0,0,1,0,0.590585636
0.805260675,0.912255963,0.368649589,0.21242485,0.620825133,0.625520703,0.004346026,0.543516172,0.806448579,0.37453413,0.346314226,0,1,0,0,0.478431618
0.018003093,0.14648786,0.960323614,0.076152305,0.969307248,0.147907969,0.771178256,0.511983416,0.026531548,0.398436124,0.244865742,0,0,1,0,0.817754993
0.963235965,0.646191127,0.820720026,0.136272545,0.19710043,0.679600032,0.015521523,0.054890041,0.656985868,0.167126921,0.654423263,0,1,0,0,0.309288417
0.726989361,0.232819816,0.854219916,0.358717435,0.951149848,0.104370006,0.908319536,0.574243312,0.07867817,0.916585791,0.290047242,0,0,0,1,0.924209713
0.304877854,0.156641655,0.172206814,0.022044088,0.538263386,0.872144332,0.150524283,0.901062137,0.251208282,0.897017068,0.606857204,0,1,0,0,0.410508107
0.829759684,0.683721935,0.271013263,0.677354709,0.671923827,0.516431121,0.719577815,0.780538546,0.722098373,0.984479725,0.504440347,0,0,0,1,0.605097751
0.281637408,0.593907055,0.285682224,0.861723447,0.099241657,0.384813939,0.896178256,0.786725923,0.280400101,0.402514638,0.217231292,0,1,0,0,0.310376926
0.87313855,0.755175735,0.270959258,0.406813627,0.380448132,0.056436734,0.892866998,0.15992431,0.511268315,0.818822088,0.266618154,0,1,0,0,0.665681611
0.112619877,0.309463053,0.85568017,0.070140281,0.769378762,0.38045371,0.468956954,0.358575771,0.915516372,0.415025439,0.170631401,1,0,0,0,0.71861016
0.703993908,0.448080299,0.031844057,0.250501002,0.706890157,0.903263626,0.669288079,0.233248561,0.04953049,0.454383698,0.056635921,0,0,0,1,0.532152561
0.540932388,0.40554713,0.076076042,0.124248497,0.039900006,0.020386451,0.534561258,0.316013528,0.811303134,0.83021036,0.619316801,1,0,0,0,0.426149726
0.09656667,0.984616779,0.273966047,0.663326653,0.546520864,0.474387663,0.629070088,0.579811619,0.065174854,0.177358762,0.672928621,0,0,0,1,0.345662925
0.241992041,0.292235991,0.199896033,0.162324649,0.088054588,0.931235754,0.843405077,0.364914319,0.126724137,0.220317334,0.166030347,1,0,0,0,0.204740837
0.012398029,0.294806278,0.231894819,0.993987976,0.995930269,0.394521388,0.401559051,0.560957654,0.119245184,0.31476632,0.615519902,0,0,1,0,0.582691049
0.468969211,0.354583894,0.798193374,0.613226453,0.897338127,0.427880768,0.744550221,0.438680418,0.99440427,0.788375967,0.98229154,0,1,0,0,0.679802922
0.301390437,0.564793799,0.563287603,0.991983968,0.020835032,0.578376533,0.081263797,0.286694462,0.180138555,0.372709063,0.074412644,0,0,0,1,0.363760592
0.598617581,0.252278599,0.005720006,0.597194389,0.858678451,0.462668164,0.913562362,0.09535611,0.897022005,0.358220863,0.490471358,0,0,0,1,0.582682257
0.297361155,0.915763528,0.429432961,0.066132265,0.919478393,0.168114494,0.636658389,0.892316895,0.991232788,0.999083954,0.733191167,0,1,0,0,0.736080949
0.300043676,0.265651855,0.407986981,0.478957916,0.353411555,0.017957196,0.075814018,0.011270569,0.383824496,0.3838674,0.046013608,0,0,0,1,0.629359403
0.743519071,0.896274111,0.113935695,0.19238477,0.719484924,0.609651285,0.144660596,0.001543274,0.631194521,0.247786149,0.778436228,0,0,0,1,0.439756513
0.048153059,0.103314678,0.676345717,0.096192385,0.441996102,0.920876582,0.035251104,0.827233241,0.779300848,0.623355262,0.979717481,1,0,0,0,0.293611585
0.903293394,0.656834241,0.702310974,0.290581162,0.65519469,0.105830834,0.898799669,0.997358675,0.392688614,0.802081483,0.088501458,0,0,0,1,0.741520552
0.852639279,0.90745262,0.721114143,0.248496994,0.340176401,0.210496893,0.781043046,0.727472516,0.161758482,0.069563669,0.822402143,0,0,1,0,0.29794715
0.668096318,0.168640028,0.728694747,0.376753507,0.322412413,0.369891643,0.944467439,0.015173616,0.433823945,0.619032365,0.37865786,0,0,1,0,0.585683886
0.593479334,0.968841966,0,0.112224449,0.424320453,0.808729213,0.126241722,0.22672957,0.772094143,0.035679926,0.144141824,0,1,0,0,0.309017346
0.892696086,0.452995839,0.954230223,0.69739479,0.145362929,0.268847682,0.884933775,0.972353939,0.780973075,0.526441429,0.493294305,0,0,0,1,0.392940845
0.185402705,0.946212456,0.814465129,0.216432866,0.831158821,0.882095694,0.734478477,0.809027743,0.230512665,0.257010271,0.071528661,0,1,0,0,0.557658933
0.078993385,0.677107402,0.904272151,0.008016032,0.348559639,0.054386496,0.716887417,0.567063709,0.174915633,0.306677064,0.522208755,0,0,1,0,0.498439363
0.2396073,0.301581196,0.015596389,0.945891784,0.40002816,0.941041542,0.749862031,0.236906767,0.920831087,0.467185166,0.019355435,0,0,0,1,0.411962812
0.794927487,0.188208384,0.934160596,0.046092184,0.894095088,0.56055036,0.709713024,0.014269388,0.043892745,0.927351009,0.728763438,0,0,0,1,0.812364536
0.034674372,0.30373105,0.810043212,0.440881764,0.496534038,0.658653577,0.492204746,0.02076494,0.734929011,0.710838234,0.488069653,0,1,0,0,0.609898537
0.58305987,0.092848857,0.837484243,0.895791583,0.544179743,0.367349799,0.783388521,0.612274555,0.046316141,0.937092412,0.459033351,0,0,1,0,0.677090776
0.995877942,0.143739125,0.093269965,0.629258517,0.956559065,0.781961456,0.400455298,0.021735984,0.838134916,0.660124922,0.196228375,0,0,0,1,0.71670846
0.856073058,0.10450098,0.739005745,0.587174349,0.886764457,0.166077545,0.697916667,0.994175777,0.90567869,0.007042612,0.361335727,0,1,0,0,0.563643355
0.521670857,0.423032641,0.960228386,0.833667335,0.169269712,0.048335968,0.87196468,0.183394589,0.297421737,0.265606788,0.181903217,0,0,1,0,0.54295737
0.063658171,0.795958477,0.678752184,0.018036072,0.473117582,0.395197832,0.214817881,0.711066227,0.073842222,0.906008968,0.735543563,0,1,0,0,0.547216462
0.831739432,0.141252772,0.570725237,0.328657315,0.971362018,0.853715997,0.932257174,0.155051779,0.480765901,0.643593893,0.199062793,1,0,0,0,0.748684697
0.599238887,0.130181012,0.945935949,0.961923848,0.372235798,0.754873957,0.403421634,0.540339656,0.298466098,0.981909084,0.616881138,0,0,0,1,0.537443172
0.114973552,0.643690232,0.443052487,0.428857715,0.371442349,0.516926963,0.764141832,0.080554199,0.4171902,0.155948829,0.279662418,1,0,0,0,0.427883793
0.093888269,0.197095776,0.599468311,0.250501002,0.194841613,0.571949467,0.524006623,0.767174304,0.665146015,0.296779879,0.657118705,0,0,1,0,0.240562121
0.910028275,0.097445072,0.476466344,0.533066132,0.114108045,0.129376956,0.299461921,0.585196922,0.209791009,0.362421723,0.540566274,1,0,0,0,0.343833375
0.669492532,0.166737683,0.933147638,0.559118236,0.740294877,0.840692151,0.319122517,0.086113271,0.356979764,0.326599866,0.423524646,1,0,0,0,0.589463587
0.82965177,0.924211575,0.076060774,0.174348697,0.770030297,0.786930531,0.426462472,0.849036074,0.782773576,0.25200856,0.673140806,0,0,1,0,0.3303793
0.879366438,0.821871574,0.501257162,0.909819639,0.969078006,0.656344583,0.808498896,0.547269421,0.643913391,0.44354699,0.415806418,0,1,0,0,0.630850502
0.572020375,0.35409987,0.687160475,0.226452906,0.77341915,0.465924277,0.619412252,0.922090389,0.326290504,0.642446111,0.821542655,1,0,0,0,0.538825399
0.517669704,0.656091727,0.79215443,0.04008016,0.243179712,0.964561599,0.089541943,0.917118173,0.664461867,0.311293837,0.729750668,0,1,0,0,0.177413507
0.430611244,0.537454057,0.583187211,0.294589178,0.039877189,0.879071022,0.134174945,0.921005153,0.765516596,0.079659144,0.540750349,1,0,0,0,0.062650238
0.317078885,0.677411859,0.909210073,0.488977956,0.985507809,0.644295764,0.154525386,0.077726245,0.592614988,0.708702738,0.877244775,0,1,0,0,0.733631732
0.434781687,0.68296308,0.942296336,0.531062124,0.340309736,0.371464319,0.640452539,0.120927307,0.239474555,0.459103047,0.829035493,0,0,1,0,0.475915282
0.774219464,0.628983821,0.064290802,0.432865731,0.311821249,0.617867987,0.093543046,0.988247534,0.000120203,0.5566015,0.531948847,1,0,0,0,0.271173947
0.602185147,0.266067983,0.402470499,0.861723447,0.905999586,0.575255093,0.252069536,0.487812404,0.80306891,0.455485936,0.068456955,0,0,1,0,0.6883403
0.892916978,0.038795689,0.023415084,0.967935872,0.585039119,0.393921932,0.021040287,0.238261004,0.82286186,0.890588721,0.566113189,1,0,0,0,0.596893468
0.44356973,0.455681356,0.329488912,0.478957916,0.214689057,0.306289051,0.099889625,0.770062274,0.697779079,0.55886495,0.355328262,0,0,1,0,0.393093478
0.607353641,0.891428483,0.537019255,0.861723447,0.889135093,0.406700195,0.508002208,0.264349383,0.076488647,0.923519103,0.540224184,0,0,1,0,0.791863623
0.631582614,0.569700805,0.911087972,0.79759519,0.993433877,0.57372444,0.146316225,0.727585451,0.585348573,0.510679133,0.64726484,1,0,0,0,0.658887043
0.591954234,0.83279989,0.846822968,0.855711423,0.086454432,0.427839895,0.336644592,0.837728203,0.821248283,0.292618813,0.644972459,1,0,0,0,0.250761425
0.702941225,0.992157542,0.1274953,0.462925852,0.862281681,0.263157642,0.195916115,0.7846708,0.389710574,0.355494327,0.673664129,1,0,0,0,0.512100898
0.237529656,0.163502785,0.093012858,0.462925852,0.390391146,0.760914909,0.95433223,0.274118415,0.197960625,0.522236961,0.679409953,0,0,0,1,0.333402148
0.512584821,0.692076678,0.589438275,0.482965932,0.523991666,0.53124909,0.978476821,0.401773396,0.587754616,0.530099743,0.109299509,0,1,0,0,0.593955819
0.104260495,0.674578959,0.532267206,0.378757515,0.914863256,0.067113205,0.114652318,0.413413504,0.82653651,0.687500801,0.191748243,0,0,0,1,0.855319976
0.384674309,0.980479534,0.266425956,0.779559118,0.973445669,0.367977246,0.439500552,0.491486925,0.048765766,0.224502676,0.630671797,0,0,0,1,0.566034873
0.487876897,0.986129229,0.899741819,0.456913828,0.261997293,0.884956864,0.994619205,0.167373037,0.597082543,0.658996439,0.408255102,0,0,1,0,0.467616912
0.652508819,0.686973669,0.927665745,0.130260521,0.212667992,0.755183881,0.929290839,0.452658441,0.643324984,0.778781725,0.763011045,1,0,0,0,0.401557972
0.950951084,0.243563846,0.402711489,0.919839679,0.080290409,0.322874139,0.272213024,0.511009876,0.602500692,0.676751483,0.124930751,0,1,0,0,0.456831343
0.600912205,0.798938264,0.890587817,0.755511022,0.561729436,0.938266018,0.661147903,0.531949697,0.65018782,0.481922255,0.191558866,0,0,1,0,0.522274903
0.74391997,0.106871524,0.384041858,0.775551102,0.013356317,0.076047563,0.280767108,0.820331378,0.631521426,0.991945865,0.558579851,0,0,0,1,0.433382581
0.506484334,0.781067785,0.737043803,0.557114228,0.411780754,0.961334646,0.250551876,0.517565709,0.130334729,0.404881464,0.500850749,1,0,0,0,0.359294025
0.634380362,0.910665733,0.476070117,0.537074148,0.07315553,0.245275009,0.014624724,0.230825969,0.23491254,0.106558858,0.266449214,0,0,1,0,0.338152272
0.070952789,0.382891169,0.122576862,0.416833667,0.405106052,0.008488829,0.211782561,0.663456194,0.619134803,0.821712331,0.408425994,1,0,0,0,0.572097085
0.25449547,0.630886586,0.928233752,0.829659319,0.039692739,0.43351729,0.844646799,0.797730182,0.017575572,0.212204898,0.034983304,0,0,1,0,0.346159177
0.362005784,0.430237452,0.454216197,0.03006012,0.835238453,0.358624247,0.308360927,0.319472193,0.634892085,0.713457378,0.037040578,1,0,0,0,0.805928552
0.472696292,0.437865727,0.734713126,0.593186373,0.209555196,0.538876245,0.169495033,0.645621619,0.665547357,0.178968814,0.094941989,0,0,0,1,0.366337927
0.045657836,0.310372075,0.367260408,0.947895792,0.328163771,0.796750978,0.255518764,0.146924692,0.239152344,0.016815533,0.576911625,0,1,0,0,0.24203068
0.140076048,0.7624836,0.018835202,0.438877756,0.870080605,0.84244274,0.790631898,0.342041721,0.598264663,0.1597847,0.863897622,0,0,0,1,0.356115991
0.27692838,0.936666462,0.10051569,0.513026052,0.746258102,0.400915121,0.083057395,0.909713844,0.534194374,0.377047666,0.260274015,0,1,0,0,0.506385966
0.97196226,0.94124433,0.49635508,0.733466934,0.218857611,0.429552062,0.593198124,0.911799453,0.260678378,0.1065865,0.03394163,1,0,0,0,0.318307652
0.331485844,0.174676584,0.690173535,0.53507014,0.071670445,0.147675404,0.239169426,0.575594071,0.463047766,0.19767789,0.708774778,0,0,1,0,0.276462112
0.482248331,0.875185573,0.334809601,0.456913828,0.715655791,0.046970741,0.579815121,0.70270481,0.909890215,0.764815309,0.855531638,0,0,0,1,0.606548317
0.196175128,0.737766133,0.695699735,0.236472946,0.39057806,0.641077879,0.334230132,0.854468884,0.426660905,0.770074404,0.138197122,0,1,0,0,0.531629776
0.611045809,0.252793657,0.69884806,0.879759519,0.766078533,0.063873269,0.023868653,0.959075664,0.629989637,0.817694995,0.385825561,0,0,0,1,0.743574679
0.280799044,0.067095965,0.704150391,0.354709419,0.445188174,0.733761612,0.251724614,0.490099531,0.035240819,0.841369946,0.158765623,0,1,0,0,0.598490715
0.207074942,0.267965362,0.49265605,0.038076152,0.345863273,0.538877385,0.198399558,0.561836153,0.077708353,0.420509441,0.106374888,0,0,0,1,0.460399318
0.516795583,0.912679417,0.915180746,0.899799599,0.451100747,0.198117989,0.81781181,0.415805645,0.08121782,0.867773226,0.648303142,0,1,0,0,0.654281468
0.00549666,0.633431952,0.489329451,0.070140281,0.748551777,0.539310504,0.327469647,0.071919151,0.778449992,0.52604582,0.967740131,0,1,0,0,0.540868121
0.007655873,0.721376563,0.450383342,0.669338677,0.902263439,0.182521183,0.77669702,0.422972279,0.350282213,0.470687494,0.678306715,1,0,0,0,0.662911069
0.219156656,0.257111977,0.19940369,0.843687375,0.04953097,0.438450112,0.275386313,0.791038963,0.227584304,0.718709896,0.985022053,0,1,0,0,0.200184432
0.036726399,0.719708757,0.307719077,0.811623246,0.524030774,0.799540498,0.779663355,0.805306534,0.747520512,0.213822633,0.434483659,1,0,0,0,0.304138113
0.108063173,0.027902274,0.042297723,0.214428858,0.032593653,0.46164937,0.969922737,0.892855908,0.169907904,0.789694753,0.898058381,0,1,0,0,0.19071788
0.339002899,0.375373254,0.633723042,0.376753507,0.468310522,0.148197378,0,0.051390376,0.246473254,0.429542403,0.205123028,0,0,1,0,0.653989581
0.802938524,0.627001608,0.248577282,0.354709419,0.88532043,0.723752766,0.07691777,0.527392283,0.430991428,0.127270605,0.117924321,0,0,1,0,0.529656951
0.572296792,0.145969464,0.304217915,0.190380762,0.361456235,0.186294676,0.639624724,0.107385099,0.3314553,0.119284425,0.702666406,0,0,1,0,0.374392455
0.512888908,0.823405092,0.771054404,0.629258517,0.932503481,0.738484863,0.474682671,0.200764397,0.58551857,0.164894554,0.371483096,0,1,0,0,0.616745993
0.293610467,0.23497365,0.327292604,0.038076152,0.630562607,0.479095279,0.875551876,0.900700471,0.337860601,0.890804024,0.317750753,1,0,0,0,0.599941776
0.932165224,0.652549308,0.242235023,0.326653307,0.934208962,0.453465778,0.989997241,0.497008908,0.3929953,0.991202787,0.671420179,1,0,0,0,0.723108012
0.397183701,0.405272382,0.169069105,0.763527054,0.757162238,0.851453646,0.104511589,0.758935365,0.86313221,0.357026053,0.333550607,0,1,0,0,0.431077082
0.087120679,0.596267873,0.77509982,0.19238477,0.103216529,0.708516331,0.334161148,0.064316304,0.884786343,0.292174354,0.572676428,0,0,1,0,0.308322643
0.617335109,0.107293271,0.129702669,0.284569138,0.230974587,0.032323087,0.695709161,0.416991365,0.827941677,0.218776856,0.299514314,0,0,1,0,0.395277043
0.113878452,0.016684815,0.453873233,0.122244489,0.394047101,0.295781616,0.246757726,0.674575072,0.86507737,0.824025369,0.783921508,1,0,0,0,0.479876942
0.345368282,0.910033543,0.507069784,0.482965932,0.169910095,0.870953703,0.746619757,0.133384244,0.569848297,0.209210157,0.312450345,0,0,1,0,0.287811018
0.507630734,0.269599379,0.687598113,0.4749499,0.494821267,0.017727655,0.908733444,0.325922661,0.646385718,0.924332666,0.535104279,0,0,0,1,0.726078125
0.874607902,0.820075923,0.633471135,0.260521042,0.471270102,0.545045252,0.163976269,0.064480111,0.557287399,0.667506772,0.023175557,1,0,0,0,0.673563015
0.493759078,0.999889533,0.81097571,0.184368737,0.95632006,0.727752714,0.634795806,0.651659615,0.78580047,0.897361281,0.791896427,0,0,1,0,0.683807035
0.702566048,0.211355179,0.044715582,0.98997996,0.433617493,0.621704634,0.294012141,0.971421883,0.551112066,0.554128219,0.620466361,1,0,0,0,0.299941902
0.993256074,0.265136629,0.296500456,0.180360721,0.785631744,0.760483474,0.194605408,0.827481156,0.110999503,0.690844083,0.192273093,0,0,0,1,0.583382701
0.131537194,0.663136244,0.280187657,0.264529058,0.941966705,0.725617313,0.964472958,0.975156204,0.809802816,0.619598425,0.215414404,1,0,0,0,0.607025019
0.274844651,0.965961392,0.146019511,0.244488978,0.877023714,0.691931225,0.058360927,0.846052712,0.760786812,0.831406824,0.262544135,1,0,0,0,0.633744779
0.394743627,0.916288345,0.289235227,0.879759519,0.208483475,0.821536324,0.682533113,0.855650054,0.820527897,0.836073744,0.576649219,1,0,0,0,0.301879178
0.422008107,0.503027039,0.309830105,0.829659319,0.495939923,0.645556872,0.347268212,0.577447911,0.190386101,0.58992337,0.548429348,1,0,0,0,0.429883001
0.411196095,0.795490017,0.522029809,0.683366733,0.347601212,0.402104496,0.847337196,0.518484128,0.271608578,0.632652352,0.273917394,0,0,0,1,0.520264935
0.908011543,0.135610669,0.663903684,0.837675351,0.399737206,0.471646586,0.014003863,0.406412148,0.295753593,0.922117713,0.694206818,0,1,0,0,0.55367647
0.714345274,0.977960305,0.381192396,0.234468938,0.360672538,0.716643605,0.695502208,0.818524651,0.508173673,0.930110958,0.889227849,1,0,0,0,0.362548698
0.608169647,0.964865136,0.719690615,0.909819639,0.8263775,0.876343061,0.035733996,0.182077499,0.13380942,0.664405137,0.043519348,1,0,0,0,0.739231492
0.309501576,0.163615626,0.336240156,0.394789579,0.4520347,0.271808357,0.246550773,0.056151728,0.385422165,0.00768936,0.417281303,0,0,1,0,0.431046967
0.824152858,0.299415761,0.29034107,0.563126253,0.523613428,0.341718099,0.352580022,0.948409265,0.182111244,0.104378727,0.593642907,1,0,0,0,0.3129819
0.9554826,0.099992019,0.541340734,0.74749499,0.982516802,0.930816749,0.727166115,0.003670375,0.264751293,0.858162873,0.58655646,0,0,1,0,0.733944767
0.82155958,0.271688599,0.02367252,0,0.059746392,0.578328234,0.431567329,0.977363866,0.706565987,0.08467502,0.019534033,0,1,0,0,0.152789702
0.001554176,0.816351803,0.079766578,0.420841683,0.487865023,0.178482294,0.469439845,0.729224214,0.855053288,0.213523302,0.210606055,0,0,0,1,0.436246951
